ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
45218	¡íeA¢¬A¨¢¢¬©£AU1	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	461	0	0	100	0	0
45219	¡íeA¢¬A¨¢¢¬©£AU2	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	462	0	0	100	0	0
45220	¡íeA¢¬Eo¢¬©£AU1	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	461	0	0	100	0	0
45221	¡íeA¢¬Eo¢¬©£AU2	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	462	0	0	100	0	0
45222	¨¬IE¡ÆAy©ø©÷AU¢¬O¢¬¢ç¢Ò	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	471	0	0	30	0	0
45223	¨¬IE¡ÆAy©ø©÷AU¢¬O¢¬¢ç¢Ò	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	472	0	0	30	0	0
45224	¨¬IE¡©Ay¢¯¨ÏAU¢¬O¢¬¢ç¢Ò	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	471	0	0	30	0	0
45225	¨¬IE¡©Ay¢¯¨ÏAU¢¬O¢¬¢ç¢Ò	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	472	0	0	30	0	0
45226	¨¬IE¡©Ay©ø©÷AU¢¬O¢¬¢ç¢Ò	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	471	0	0	100	0	0
45227	¨¬IE¡©Ay©ø©÷AU¢¬O¢¬¢ç¢Ò	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	472	0	0	100	0	0
45228	¨¬IE¡©Ay¢¯¨ÏAU¢¬O¢¬¢ç¢Ò	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	471	0	0	100	0	0
45229	¨¬IE¡©Ay¢¯¨ÏAU¢¬O¢¬¢ç¢Ò	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	472	0	0	100	0	0
45234	AI©ö©ª(Gold)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	443	0	0	0	0	0
45235	AI©ö©ª(Silver)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	444	0	0	0	0	0
45236	E¡ÀAa(Gold)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	443	0	0	0	0	0
45237	E¡ÀAa(Silver)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	444	0	0	0	0	0
45238	AI©ö©ª(Gold)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	443	0	0	0	0	0
45239	AI©ö©ª(Silver)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	444	0	0	0	0	0
45240	E¡ÀAa(Gold)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	443	0	0	0	0	0
45241	E¡ÀAa(Silver)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	444	0	0	0	0	0
45250	¥ìa¢ÒoA¡×¢Òo¢¬©£AU1	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	473	0	0	30	0	0
45251	¥ìa¢ÒoA¡×¢Òo¢¬©£AU2	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	474	0	0	30	0	0
45252	©öi¨¡AAI¨úi¢¬©£AU1	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	473	0	0	30	0	0
45253	©öi¨¡AAI¨úi¢¬©£AU2	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	474	0	0	30	0	0
45254	¥ìa¢ÒoA¡×¢Òo¢¬©£AU3	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	473	0	0	100	0	0
45255	¥ìa¢ÒoA¡×¢Òo¢¬©£AU4	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	474	0	0	100	0	0
45256	©öi¨¡AAI¨úi¢¬©£AU3	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	473	0	0	100	0	0
45257	©öi¨¡AAI¨úi¢¬©£AU4	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	474	0	0	100	0	0
45258	¡íeA¢¬Ao¡¾¢¬1	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	475	0	0	30	0	0
45259	¡íeA¢¬Ao¡¾¢¬2	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	476	0	0	30	0	0
45260	¡íeA¢¬Ao¡¾¢¬1	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	475	0	0	30	0	0
45261	¨öAA¢¬Ao¡¾¢¬2	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	476	0	0	30	0	0
45262	¡íeA¢¬Ao¡¾¢¬3	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	475	0	0	100	0	0
45263	¡íeA¢¬Ao¡¾¢¬4	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	476	0	0	100	0	0
45264	¡íeA¢¬Ao¡¾¢¬3	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	475	0	0	100	0	0
45265	¡íeA¢¬Ao¡¾¢¬4	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	476	0	0	100	0	0
45266	¡íc©ö¡ì¢ÒoAICi¨úi18(gol	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	477	0	0	30	0	0
45267	¡íc©ö¡ì¢ÒoAICi¨úi18(sil	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	478	0	0	30	0	0
45268	¡íc©ö¡ì¢ÒoAICi¨úi18(gol	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	477	0	0	30	0	0
45269	¡íc©ö¡ì¢ÒoAICi¨úi18(sil	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	478	0	0	30	0	0
45270	¡íc©ö¡ì¢ÒoAICi¨úi18(gol	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	477	0	0	100	0	0
45271	¡íc©ö¡ì¢ÒoAICi¨úi18(sil	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	478	0	0	100	0	0
45272	¡íc©ö¡ì¢ÒoAICi¨úi18(gol	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	477	0	0	100	0	0
45273	¡íc©ö¡ì¢ÒoAICi¨úi18(sil	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	478	0	0	100	0	0
45274	¨¬IE¡ÆAy17¢¬O¢¬¢çAa¨öA(	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	479	0	0	30	0	0
45275	¨¬IE¡ÆAy17¢¬O¢¬¢çAa¨öA(	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	480	0	0	30	0	0
45276	¨¬IE¡ÆAy17¢¬O¢¬¢çAa¨öA(	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	479	0	0	30	0	0
45277	¨¬IE¡ÆAy17¢¬O¢¬¢çAa¨öA(	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	480	0	0	30	0	0
45278	¨¬IE¡ÆAy17¢¬O¢¬¢çAa¨öA(	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	479	0	0	100	0	0
45279	¨¬IE¡ÆAy17¢¬O¢¬¢çAa¨öA(	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	480	0	0	100	0	0
45280	¨¬IE¡ÆAy17¢¬O¢¬¢çAa¨öA(	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	479	0	0	100	0	0
45281	¨¬IE¡ÆAy17¢¬O¢¬¢çAa¨öA(	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	480	0	0	100	0	0
45282	CO¡¤IA¨Ï17Ci¨úi1	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	481	0	0	30	0	0
45283	CO¡¤IA¨Ï17Ci¨úi2	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	482	0	0	30	0	0
45284	CO¡¤IA¨Ï17Ci¨úi3	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	481	0	0	30	0	0
45285	CO¡¤IA¨Ï17Ci¨úi4	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	482	0	0	30	0	0
45286	CO¡¤IA¨Ï17Ci¨úi1	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	481	0	0	100	0	0
45287	CO¡¤IA¨Ï17Ci¨úi2	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	482	0	0	100	0	0
45288	CO¡¤IA¨Ï17Ci¨úi3	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	481	0	0	100	0	0
45289	CO¡¤IA¨Ï17Ci¨úi4	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_STACK | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	482	0	0	100	0	0
45290	¢¯¨Ï¢¬¡×Ci¨úi17(black)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	483	0	0	30	0	0
45291	¢¯¨Ï¢¬¡×Ci¨úi17(red)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	484	0	0	30	0	0
45292	¢¯¨Ï¢¬¡×Ci¨úi17(black)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	483	0	0	30	0	0
45293	¢¯¨Ï¢¬¡×Ci¨úi17(red)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	484	0	0	30	0	0
45294	¢¯¨Ï¢¬¡×Ci¨úi17(black)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	2592000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	483	0	0	100	0	0
